CYCLE, EVENT_NAME, CACHE_NAME, ADDR, IP, CACHE_HIT, TYPE
45,CACHE_OPERATE,cpu0_L2C,48179243,4201161,0,LOAD
46,CACHE_OPERATE,cpu0_L2C,48179240,4201008,0,LOAD
55,CACHE_OPERATE,cpu0_L2C,48179241,4201026,0,LOAD
55,PREFETCH_SUCCESS,cpu0_L2C,48179232,0,0,0
56,PREFETCH_SUCCESS,cpu0_L2C,48179231,0,0,0
57,PREFETCH_SUCCESS,cpu0_L2C,48179230,0,0,0
58,CACHE_OPERATE,cpu0_L2C,48179242,4201090,0,LOAD
58,PREFETCH_SUCCESS,cpu0_L2C,48179229,0,0,0
59,PREFETCH_SUCCESS,cpu0_L2C,48179228,0,0,0
60,PREFETCH_SUCCESS,cpu0_L2C,48179227,0,0,0
61,PREFETCH_SUCCESS,cpu0_L2C,48179226,0,0,0
62,PREFETCH_SUCCESS,cpu0_L2C,48179225,0,0,0
63,PREFETCH_SUCCESS,cpu0_L2C,48179224,0,0,0
64,PREFETCH_SUCCESS,cpu0_L2C,48179223,0,0,0
92,CACHE_OPERATE,cpu0_L2C,48179244,4201222,0,LOAD
101,CACHE_OPERATE,cpu0_L2C,114262237,4201165,0,LOAD
102,CACHE_OPERATE,cpu0_L2C,114262236,4201026,0,LOAD
104,CACHE_OPERATE,cpu0_L2C,48179245,4201282,0,LOAD
104,PREFETCH_SUCCESS,cpu0_L2C,48179254,0,0,0
105,CACHE_OPERATE,cpu0_L2C,48179238,4200832,0,LOAD
105,PREFETCH_SUCCESS,cpu0_L2C,48179255,0,0,0
106,CACHE_OPERATE,cpu0_L2C,106415485,4201008,0,LOAD
106,PREFETCH_SUCCESS,cpu0_L2C,48179256,0,0,0
107,CACHE_OPERATE,cpu0_L2C,48179239,4200896,0,LOAD
107,PREFETCH_SUCCESS,cpu0_L2C,48179257,0,0,0
108,CACHE_OPERATE,cpu0_L2C,72122493,4201020,0,LOAD
108,PREFETCH_SUCCESS,cpu0_L2C,48179258,0,0,0
109,CACHE_OPERATE,cpu0_L2C,132409277,4201012,0,LOAD
109,PREFETCH_SUCCESS,cpu0_L2C,48179259,0,0,0
110,CACHE_OPERATE,cpu0_L2C,132409278,4201034,0,LOAD
110,PREFETCH_SUCCESS,cpu0_L2C,48179260,0,0,0
111,CACHE_OPERATE,cpu0_L2C,132409276,4201084,0,LOAD
111,PREFETCH_SUCCESS,cpu0_L2C,48179261,0,0,0
112,PREFETCH_SUCCESS,cpu0_L2C,48179262,0,0,0
113,CACHE_OPERATE,cpu0_L2C,72525760,4201049,0,LOAD
113,PREFETCH_SUCCESS,cpu0_L2C,48179263,0,0,0
114,CACHE_OPERATE,cpu0_L2C,106415486,4201008,0,LOAD
115,CACHE_OPERATE,cpu0_L2C,123893383,4201062,0,LOAD
116,CACHE_OPERATE,cpu0_L2C,72122494,4201020,0,LOAD
117,CACHE_OPERATE,cpu0_L2C,110641981,4201044,0,LOAD
118,CACHE_OPERATE,cpu0_L2C,110641982,4201044,0,LOAD
119,CACHE_OPERATE,cpu0_L2C,72525761,4201049,0,LOAD
120,CACHE_OPERATE,cpu0_L2C,123893384,4201062,0,LOAD
121,CACHE_OPERATE,cpu0_L2C,41155773,4201107,0,LOAD
158,CACHE_OPERATE,cpu0_L2C,41155774,4201107,0,LOAD
159,CACHE_OPERATE,cpu0_L2C,87673145,4201099,0,LOAD
160,CACHE_OPERATE,cpu0_L2C,87673146,4201099,0,LOAD
161,CACHE_OPERATE,cpu0_L2C,5746290,4201112,0,LOAD
162,CACHE_OPERATE,cpu0_L2C,5746291,4201112,0,LOAD
164,CACHE_OPERATE,cpu0_L2C,106415487,4201008,0,LOAD
165,CACHE_OPERATE,cpu0_L2C,46011453,4201094,0,LOAD
166,CACHE_OPERATE,cpu0_L2C,46011454,4201094,0,LOAD
167,CACHE_OPERATE,cpu0_L2C,72122495,4201020,0,LOAD
168,CACHE_OPERATE,cpu0_L2C,110641983,4201044,0,LOAD
169,CACHE_OPERATE,cpu0_L2C,34496765,4201057,0,LOAD
170,CACHE_OPERATE,cpu0_L2C,34496766,4201057,0,LOAD
171,CACHE_OPERATE,cpu0_L2C,34496767,4201057,0,LOAD
172,CACHE_OPERATE,cpu0_L2C,46011455,4201094,0,LOAD
173,CACHE_OPERATE,cpu0_L2C,20250429,4201071,0,LOAD
174,CACHE_OPERATE,cpu0_L2C,20250430,4201071,0,LOAD
175,CACHE_OPERATE,cpu0_L2C,20250431,4201071,0,LOAD
176,CACHE_OPERATE,cpu0_L2C,41155775,4201107,0,LOAD
177,CACHE_OPERATE,cpu0_L2C,114262234,4201182,0,LOAD
177,PREFETCH_SUCCESS,cpu0_L2C,114262225,0,0,0
178,CACHE_OPERATE,cpu0_L2C,114262235,4201190,0,LOAD
178,PREFETCH_SUCCESS,cpu0_L2C,114262224,0,0,0
179,PREFETCH_SUCCESS,cpu0_L2C,114262223,0,0,0
180,PREFETCH_SUCCESS,cpu0_L2C,114262222,0,0,0
181,PREFETCH_SUCCESS,cpu0_L2C,114262221,0,0,0
182,PREFETCH_SUCCESS,cpu0_L2C,114262220,0,0,0
183,PREFETCH_SUCCESS,cpu0_L2C,114262219,0,0,0
184,PREFETCH_SUCCESS,cpu0_L2C,114262218,0,0,0
185,PREFETCH_SUCCESS,cpu0_L2C,114262217,0,0,0
186,PREFETCH_SUCCESS,cpu0_L2C,114262216,0,0,0
336,CACHE_OPERATE,cpu0_L2C,48179246,4201346,0,LOAD
336,PREFETCH_SUCCESS,cpu0_L2C,48179255,0,0,0
337,CACHE_OPERATE,cpu0_L2C,48179247,4201410,0,LOAD
337,PREFETCH_SUCCESS,cpu0_L2C,48179256,0,0,0
338,PREFETCH_SUCCESS,cpu0_L2C,48179257,0,0,0
339,CACHE_OPERATE,cpu0_L2C,48179235,4200640,0,LOAD
339,PREFETCH_SUCCESS,cpu0_L2C,48179258,0,0,0
340,PREFETCH_SUCCESS,cpu0_L2C,48179259,0,0,0
341,CACHE_OPERATE,cpu0_L2C,48179236,4200705,0,LOAD
341,PREFETCH_SUCCESS,cpu0_L2C,48179227,0,0,0
342,PREFETCH_SUCCESS,cpu0_L2C,48179226,0,0,0
343,CACHE_OPERATE,cpu0_L2C,48179237,4200770,0,LOAD
343,PREFETCH_SUCCESS,cpu0_L2C,48179225,0,0,0
344,PREFETCH_SUCCESS,cpu0_L2C,48179224,0,0,0
345,PREFETCH_SUCCESS,cpu0_L2C,48179223,0,0,0
346,PREFETCH_SUCCESS,cpu0_L2C,48179222,0,0,0
347,PREFETCH_SUCCESS,cpu0_L2C,48179221,0,0,0
348,PREFETCH_SUCCESS,cpu0_L2C,48179220,0,0,0
349,PREFETCH_SUCCESS,cpu0_L2C,48179219,0,0,0
350,PREFETCH_SUCCESS,cpu0_L2C,48179218,0,0,0
477,CACHE_OPERATE,cpu0_L2C,114262233,4201319,0,LOAD
478,CACHE_OPERATE,cpu0_L2C,114262232,4201330,0,LOAD
478,PREFETCH_SUCCESS,cpu0_L2C,114262223,0,0,0
479,PREFETCH_SUCCESS,cpu0_L2C,114262222,0,0,0
480,PREFETCH_SUCCESS,cpu0_L2C,114262221,0,0,0
481,PREFETCH_SUCCESS,cpu0_L2C,114262220,0,0,0
482,PREFETCH_SUCCESS,cpu0_L2C,114262219,0,0,0
483,PREFETCH_SUCCESS,cpu0_L2C,114262218,0,0,0
484,PREFETCH_SUCCESS,cpu0_L2C,114262217,0,0,0
485,PREFETCH_SUCCESS,cpu0_L2C,114262216,0,0,0
486,PREFETCH_SUCCESS,cpu0_L2C,114262215,0,0,0
487,PREFETCH_SUCCESS,cpu0_L2C,114262214,0,0,0
530,CACHE_OPERATE,cpu0_L2C,102137152,4201008,0,LOAD
531,CACHE_OPERATE,cpu0_L2C,111930880,4201020,0,LOAD
532,CACHE_OPERATE,cpu0_L2C,78007552,4201044,0,LOAD
533,CACHE_OPERATE,cpu0_L2C,17681792,4201057,0,LOAD
534,CACHE_OPERATE,cpu0_L2C,48234752,4201071,0,LOAD
535,CACHE_OPERATE,cpu0_L2C,26079040,4201094,0,LOAD
536,CACHE_OPERATE,cpu0_L2C,52174336,4201107,0,LOAD
537,CACHE_OPERATE,cpu0_L2C,102137153,4201008,0,LOAD
538,CACHE_OPERATE,cpu0_L2C,111930881,4201020,0,LOAD
539,CACHE_OPERATE,cpu0_L2C,78007553,4201044,0,LOAD
540,CACHE_OPERATE,cpu0_L2C,17681793,4201057,0,LOAD
541,CACHE_OPERATE,cpu0_L2C,48234753,4201071,0,LOAD
542,CACHE_OPERATE,cpu0_L2C,26079041,4201094,0,LOAD
543,CACHE_OPERATE,cpu0_L2C,52174337,4201107,0,LOAD
564,CACHE_OPERATE,cpu0_L2C,102137154,4201008,0,LOAD
564,PREFETCH_SUCCESS,cpu0_L2C,102137163,0,0,0
565,CACHE_OPERATE,cpu0_L2C,132409279,4201034,0,LOAD
565,PREFETCH_SUCCESS,cpu0_L2C,102137164,0,0,0
566,PREFETCH_SUCCESS,cpu0_L2C,102137165,0,0,0
567,PREFETCH_SUCCESS,cpu0_L2C,102137166,0,0,0
568,PREFETCH_SUCCESS,cpu0_L2C,102137167,0,0,0
569,PREFETCH_SUCCESS,cpu0_L2C,102137168,0,0,0
570,PREFETCH_SUCCESS,cpu0_L2C,102137169,0,0,0
